Organism_Name,Group name,Domain/Realm name,Kingdom name,Phylum name,Class name,Order name,Family name,Genus name,Species taxid,acc,query,tar_tco,full_e_tco,full_score_tco,full_bias_tco,dom_e_tco,dom_score_tco,dom_bias_tco,tar_RAPTOR,full_e_RAPTOR,full_score_RAPTOR,full_bias_RAPTOR,dom_e_RAPTOR,dom_score_RAPTOR,dom_bias_RAPTOR,ProteinPresence
Seirophora lacunosa,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Seirophora,1145348,GCA_023646185.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4203996.1,0,1405.8,0,0,1405,0,RAPTOR Only
Caloplaca aetnensis,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Caloplaca,520572,GCA_023646255.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4192896.1,0,1410,0,0,1409.3,0,RAPTOR Only
Teloschistes flavicans,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,442469,GCA_023646325.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4250369.1,0,1245.9,0,0,1243.8,0,RAPTOR Only
Xanthomendoza cf. fulva,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthomendoza,2903221,GCA_023646365.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4238389.1,0,1432.3,0,0,1431.8,0,RAPTOR Only
Xanthoria aureola,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria,262315,GCA_023646375.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4220249.1,0,1407.5,0,0,1406.4,0,RAPTOR Only
Xanthoria sp. 1 TBL-2021,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria,2903220,GCA_023646395.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4263214.1,0,1415.4,0,0,1415.1,0,RAPTOR Only
Flavoplaca oasis,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Flavoplaca,1301336,GCA_023646635.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4272974.1,0,1445.5,0,0,1445,0,RAPTOR Only
Caloplaca aegaea,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Caloplaca,520571,GCA_023646655.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4276477.1,0,1394.3,0,0,1392.2,0,RAPTOR Only
Xanthoria sp. 2 TBL-2021,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria,2903222,GCA_023647215.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4284969.1,0,1442.3,0,0,1441.9,0,RAPTOR Only
Pestalotiopsis sp. 9143b,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Pestalotiopsis,2839952,GCA_023701735.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4596007.1,0,1494.9,0.5,0,1494.4,0.5,RAPTOR Only
Ustilago hordei,smut fungi & allies,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,120017,GCA_023748715.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAJ1602570.1,0,1433.5,0,0,1431.9,0,RAPTOR Only
Ustilago hordei,smut fungi & allies,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,120017,GCA_023748725.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAJ1590093.1,0,1432.9,0,0,1431.5,0,RAPTOR Only
Ustilago hordei,smut fungi & allies,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,120017,GCA_023748735.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAJ1594316.1,0,1434.3,0,0,1432.9,0,RAPTOR Only
Ustilago hordei,smut fungi & allies,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,120017,GCA_023748765.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAJ1587238.1,0,1432.9,0,0,1431.5,0,RAPTOR Only
Ustilago hordei,smut fungi & allies,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,120017,GCA_023748825.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAJ1042309.1,0,1434.2,0,0,1432.8,0,RAPTOR Only
Curvularia clavata,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,95742,GCA_023920165.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,USP82590.1,0,1504.8,0,0,1504.3,0,RAPTOR Only
Septoria linicola,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Septoria,215465,GCA_024114885.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,USW50661.1,0,1357.6,1.2,0,1357.3,0,RAPTOR Only
Zalaria obscura,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Zalariaceae,Zalaria,2024903,GCA_024184665.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAK8202246.1,0,1451.1,0,0,1450.7,0,RAPTOR Only
Coniferiporia weirii,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coniferiporia,135589,GCA_024195185.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5124927.1,0,1260.7,0.1,0,1260.2,0.1,RAPTOR Only
Aureobasidium sp. EXF-8846,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,2894280,GCA_024195485.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4853467.1,0,1452.4,0,0,1452,0,RAPTOR Only
Aureobasidium sp. EXF-12344,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,2894282,GCA_024195545.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4766939.1,0,1449,0,0,1448.6,0,RAPTOR Only
Aureobasidium sp. EXF-12298,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,2894281,GCA_024195555.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4748826.1,0,1453.8,0,0,1453.4,0,RAPTOR Only
Aureobasidium sp. EXF-3400,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,2894283,GCA_024195585.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI4769259.1,0,1460.3,0,0,1459.8,0,RAPTOR Only
Ascosphaera acerosa,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ascosphaeraceae,Ascosphaera,51565,GCA_024244165.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5290613.1,0,1330.1,0,0,1329.8,0,RAPTOR Only
Ascosphaera aggregata,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ascosphaeraceae,Ascosphaera,51564,GCA_024244195.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5291837.1,0,1386.3,0,0,1386.3,0,RAPTOR Only
Ascosphaera atra,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ascosphaeraceae,Ascosphaera,51567,GCA_024244595.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5283218.1,4.599999999999999e-160,534.1,11.1,5.499999999999999e-160,533.9,11.1,RAPTOR Only
Ascosphaera pollenicola,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ascosphaeraceae,Ascosphaera,51576,GCA_024244615.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5301378.1,0,1304.6,0,0,1304.4,0,RAPTOR Only
Septoria linicola,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Septoria,215465,GCA_024291795.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5357619.1,0,1354.3,0.9,0,1353.7,0,RAPTOR Only
Naganishia albida,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,100951,GCA_024322255.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5453519.1,0,1345.5,0,0,1345,0,RAPTOR Only
Mariannaea sp. PMI_226,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,1896173,GCA_024336345.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5464109.1,0,1505.4,0.6,0,1504.9,0.6,RAPTOR Only
Pseudohyphozyma bogoriensis,rust fungi & allies,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,NA,Chrysozymaceae,Pseudohyphozyma,106002,GCA_024364755.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5480372.1,0,1349.1,0,0,1348.7,0,RAPTOR Only
Pyronema omphalodes,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronema,337075,GCA_024516155.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5812840.1,0,1528.3,0,0,1526.2,0,RAPTOR Only
Durotheca rogersii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Durotheca,419775,GCA_024521655.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5867586.1,0,1501.2,2,0,1500.8,2,RAPTOR Only
Pisolithus orientalis,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,936130,GCA_024613125.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6012666.1,0,1210.9,0,0,1210.5,0,RAPTOR Only
Pisolithus marmoratus,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,178871,GCA_024613145.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6015651.1,0,1219.1,0,0,1218.6,0,RAPTOR Only
Pisolithus albus,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,178870,GCA_024613165.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI5998161.1,0,1234.4,0,0,1234,0,RAPTOR Only
Pisolithus microcarpus,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,178872,GCA_024613185.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6031242.1,0,1037.2,0,0,1036.8,0,RAPTOR Only
Pisolithus tinctorius,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,37468,GCA_024663395.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6154101.1,0,1210.7,0,0,1210.4,0,RAPTOR Only
Pisolithus croceorrhizus,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,2060934,GCA_024663415.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6133696.1,0,1118.9,0,0,1118.6,0,RAPTOR Only
Pisolithus sp. B1,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,2614595,GCA_024663435.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6136139.1,0,1231.8,0,0,1231.5,0,RAPTOR Only
Pisolithus thermaeus,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,2136032,GCA_024663475.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6163657.1,0,1225.4,0,0,1225.2,0,RAPTOR Only
Pisolithus croceorrhizus,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,2060934,GCA_024663515.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6120903.1,0,1235.4,0,0,1235,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024703655.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6273269.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024703665.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6283234.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024703685.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6263260.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024703975.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6311217.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia grisea,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,148305,GCA_024704025.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6299892.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704035.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6311176.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704055.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6347188.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704115.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6335765.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia grisea,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,148305,GCA_024704135.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6377343.1,0,1486.1,0.2,0,1486.1,0.2,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704145.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6370780.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704165.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6361702.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704195.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6425349.1,0,1401.8,0.3,0,1401.5,0.3,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704225.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6402837.1,0,1401.8,0.3,0,1401.5,0.3,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704235.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6413412.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704255.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6429354.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704275.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6451515.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704305.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6459529.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704315.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6468207.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704335.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6496808.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704405.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6502327.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704415.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6489748.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704445.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6531823.1,0,1482.5,0,0,1482.5,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704475.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6534474.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704485.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6526804.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704505.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6575446.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704515.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6565909.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704575.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6570580.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704605.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6590169.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704625.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6604332.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704655.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6641055.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704685.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6630903.1,0,1483.7,0.1,0,1483,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_024704695.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6635613.1,0,1482.7,0,0,1482.7,0,RAPTOR Only
Marasmius sp. AFHP31,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,3065222,GCA_024721195.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAK1224893.1,0,1197.2,0,0,1196.7,0,RAPTOR Only
Diplocarpon mali,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Drepanopezizaceae,Diplocarpon,946123,GCA_024741835.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6710819.1,0,1466.3,0.3,0,1464.4,0,RAPTOR Only
Fusarium pseudograminearum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,101028,GCA_024752415.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,UZP37665.1,0,1094.4,2.3,0,1094.1,2.3,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024760885.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6795273.1,0,1386.2,0,0,1385.8,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024760895.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6836217.1,0,1388.4,0,0,1388,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024760925.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6791032.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024760935.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6866289.1,0,1389.9,0,0,1389.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024760945.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6823121.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024760975.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6870773.1,0,1391.5,0,0,1391,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024760995.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6899811.1,0,1380,0,0,1379.6,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761015.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6884021.1,0,1386.2,0,0,1385.8,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761035.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6897279.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
